"city","ams_code","year","pop"
"Aalsmeer",11264,1869,3080
"Aalsmeer",11264,1870,3144
"Aalsmeer",11264,1871,3207
"Aalsmeer",11264,1872,3270
"Aalsmeer",11264,1873,3334
"Aalsmeer",11264,1874,3398
"Aalsmeer",11264,1875,3461
"Aalsmeer",11264,1876,3524
"Aalsmeer",11264,1877,3588
"Aalsmeer",11264,1878,3652
"Aalsmeer",11264,1879,3715
"Aalsmeer",11264,1880,3792
"Aalsmeer",11264,1881,3869
"Aalsmeer",11264,1882,3946
"Aalsmeer",11264,1883,4023
"Aalsmeer",11264,1884,4100
"Aalsmeer",11264,1885,4177
"Aalsmeer",11264,1886,4254
"Aalsmeer",11264,1887,4331
"Aalsmeer",11264,1888,4408
"Aalsmeer",11264,1889,4485
"Aalsmeer",11264,1890,4509
"Aalsmeer",11264,1891,4533
"Aalsmeer",11264,1892,4558
"Aalsmeer",11264,1893,4582
"Aalsmeer",11264,1894,4606
"Aalsmeer",11264,1895,4630
"Aalsmeer",11264,1896,4654
"Aalsmeer",11264,1897,4679
"Aalsmeer",11264,1898,4703
"Aalsmeer",11264,1899,4727
"Aalsmeer",11264,1900,4762
"Aalsmeer",11264,1901,4798
"Aalsmeer",11264,1902,4834
"Aalsmeer",11264,1903,4869
"Aalsmeer",11264,1904,4904
"Aalsmeer",11264,1905,4940
"Aalsmeer",11264,1906,4976
"Aalsmeer",11264,1907,5011
"Aalsmeer",11264,1908,5046
"Aalsmeer",11264,1909,5082
"Aalsmeer",11264,1910,5192
"Aalsmeer",11264,1911,5302
"Aalsmeer",11264,1912,5413
"Aalsmeer",11264,1913,5523
"Aalsmeer",11264,1914,5633
"Aalsmeer",11264,1915,5743
"Aalsmeer",11264,1916,5853
"Aalsmeer",11264,1917,5963
"Aalsmeer",11264,1918,6074
"Aalsmeer",11264,1919,6184
"Aalsmeer",11264,1920,6294
"Aalsmeer",11264,1921,6521
"Aalsmeer",11264,1922,6749
"Aalsmeer",11264,1923,6976
"Aalsmeer",11264,1924,7203
"Aalsmeer",11264,1925,7430
"Aalsmeer",11264,1926,7658
"Aalsmeer",11264,1927,7885
"Aalsmeer",11264,1928,8112
"Aalsmeer",11264,1929,8340
"Aalsmeer",11264,1930,8567
"Aalten",11046,1869,6046
"Aalten",11046,1870,6100
"Aalten",11046,1871,6155
"Aalten",11046,1872,6210
"Aalten",11046,1873,6264
"Aalten",11046,1874,6318
"Aalten",11046,1875,6373
"Aalten",11046,1876,6428
"Aalten",11046,1877,6482
"Aalten",11046,1878,6536
"Aalten",11046,1879,6591
"Aalten",11046,1880,6610
"Aalten",11046,1881,6629
"Aalten",11046,1882,6648
"Aalten",11046,1883,6667
"Aalten",11046,1884,6686
"Aalten",11046,1885,6705
"Aalten",11046,1886,6724
"Aalten",11046,1887,6743
"Aalten",11046,1888,6762
"Aalten",11046,1889,6781
"Aalten",11046,1890,6846
"Aalten",11046,1891,6910
"Aalten",11046,1892,6974
"Aalten",11046,1893,7039
"Aalten",11046,1894,7104
"Aalten",11046,1895,7168
"Aalten",11046,1896,7232
"Aalten",11046,1897,7297
"Aalten",11046,1898,7362
"Aalten",11046,1899,7426
"Aalten",11046,1900,7571
"Aalten",11046,1901,7716
"Aalten",11046,1902,7861
"Aalten",11046,1903,8006
"Aalten",11046,1904,8151
"Aalten",11046,1905,8296
"Aalten",11046,1906,8441
"Aalten",11046,1907,8586
"Aalten",11046,1908,8731
"Aalten",11046,1909,8876
"Aalten",11046,1910,8996
"Aalten",11046,1911,9117
"Aalten",11046,1912,9237
"Aalten",11046,1913,9357
"Aalten",11046,1914,9477
"Aalten",11046,1915,9598
"Aalten",11046,1916,9718
"Aalten",11046,1917,9838
"Aalten",11046,1918,9958
"Aalten",11046,1919,10079
"Aalten",11046,1920,10199
"Aalten",11046,1921,10299
"Aalten",11046,1922,10398
"Aalten",11046,1923,10498
"Aalten",11046,1924,10597
"Aalten",11046,1925,10697
"Aalten",11046,1926,10797
"Aalten",11046,1927,10896
"Aalten",11046,1928,10996
"Aalten",11046,1929,11095
"Aalten",11046,1930,11195
"Alblasserdam",11327,1869,3809
"Alblasserdam",11327,1870,3845
"Alblasserdam",11327,1871,3881
"Alblasserdam",11327,1872,3917
"Alblasserdam",11327,1873,3953
"Alblasserdam",11327,1874,3989
"Alblasserdam",11327,1875,4025
"Alblasserdam",11327,1876,4061
"Alblasserdam",11327,1877,4097
"Alblasserdam",11327,1878,4133
"Alblasserdam",11327,1879,4169
"Alblasserdam",11327,1880,4224
"Alblasserdam",11327,1881,4278
"Alblasserdam",11327,1882,4332
"Alblasserdam",11327,1883,4387
"Alblasserdam",11327,1884,4442
"Alblasserdam",11327,1885,4496
"Alblasserdam",11327,1886,4550
"Alblasserdam",11327,1887,4605
"Alblasserdam",11327,1888,4660
"Alblasserdam",11327,1889,4714
"Alblasserdam",11327,1890,4772
"Alblasserdam",11327,1891,4831
"Alblasserdam",11327,1892,4889
"Alblasserdam",11327,1893,4947
"Alblasserdam",11327,1894,5006
"Alblasserdam",11327,1895,5064
"Alblasserdam",11327,1896,5122
"Alblasserdam",11327,1897,5180
"Alblasserdam",11327,1898,5239
"Alblasserdam",11327,1899,5297
"Alblasserdam",11327,1900,5380
"Alblasserdam",11327,1901,5464
"Alblasserdam",11327,1902,5547
"Alblasserdam",11327,1903,5630
"Alblasserdam",11327,1904,5714
"Alblasserdam",11327,1905,5797
"Alblasserdam",11327,1906,5880
"Alblasserdam",11327,1907,5963
"Alblasserdam",11327,1908,6047
"Alblasserdam",11327,1909,6130
"Alblasserdam",11327,1910,6127
"Alblasserdam",11327,1911,6124
"Alblasserdam",11327,1912,6120
"Alblasserdam",11327,1913,6117
"Alblasserdam",11327,1914,6114
"Alblasserdam",11327,1915,6111
"Alblasserdam",11327,1916,6108
"Alblasserdam",11327,1917,6105
"Alblasserdam",11327,1918,6101
"Alblasserdam",11327,1919,6098
"Alblasserdam",11327,1920,6095
"Alblasserdam",11327,1921,6104
"Alblasserdam",11327,1922,6114
"Alblasserdam",11327,1923,6123
"Alblasserdam",11327,1924,6133
"Alblasserdam",11327,1925,6142
"Alblasserdam",11327,1926,6151
"Alblasserdam",11327,1927,6161
"Alblasserdam",11327,1928,6170
"Alblasserdam",11327,1929,6180
"Alblasserdam",11327,1930,6189
"Alkmaar",10527,1869,11427
"Alkmaar",10527,1870,11615
"Alkmaar",10527,1871,11802
"Alkmaar",10527,1872,11990
"Alkmaar",10527,1873,12178
"Alkmaar",10527,1874,12366
"Alkmaar",10527,1875,12553
"Alkmaar",10527,1876,12741
"Alkmaar",10527,1877,12929
"Alkmaar",10527,1878,13116
"Alkmaar",10527,1879,13304
"Alkmaar",10527,1880,13543
"Alkmaar",10527,1881,13783
"Alkmaar",10527,1882,14022
"Alkmaar",10527,1883,14262
"Alkmaar",10527,1884,14501
"Alkmaar",10527,1885,14740
"Alkmaar",10527,1886,14980
"Alkmaar",10527,1887,15219
"Alkmaar",10527,1888,15459
"Alkmaar",10527,1889,15698
"Alkmaar",10527,1890,15956
"Alkmaar",10527,1891,16213
"Alkmaar",10527,1892,16471
"Alkmaar",10527,1893,16729
"Alkmaar",10527,1894,16986
"Alkmaar",10527,1895,17244
"Alkmaar",10527,1896,17502
"Alkmaar",10527,1897,17760
"Alkmaar",10527,1898,18017
"Alkmaar",10527,1899,18275
"Alkmaar",10527,1900,18556
"Alkmaar",10527,1901,18837
"Alkmaar",10527,1902,19118
"Alkmaar",10527,1903,19399
"Alkmaar",10527,1904,19680
"Alkmaar",10527,1905,19960
"Alkmaar",10527,1906,20241
"Alkmaar",10527,1907,20522
"Alkmaar",10527,1908,20803
"Alkmaar",10527,1909,21084
"Alkmaar",10527,1910,21371
"Alkmaar",10527,1911,21657
"Alkmaar",10527,1912,21944
"Alkmaar",10527,1913,22230
"Alkmaar",10527,1914,22517
"Alkmaar",10527,1915,22803
"Alkmaar",10527,1916,23090
"Alkmaar",10527,1917,23376
"Alkmaar",10527,1918,23663
"Alkmaar",10527,1919,23949
"Alkmaar",10527,1920,24236
"Alkmaar",10527,1921,24643
"Alkmaar",10527,1922,25050
"Alkmaar",10527,1923,25457
"Alkmaar",10527,1924,25864
"Alkmaar",10527,1925,26270
"Alkmaar",10527,1926,26677
"Alkmaar",10527,1927,27084
"Alkmaar",10527,1928,27491
"Alkmaar",10527,1929,27898
"Alkmaar",10527,1930,28305
"Almelo",11053,1869,4132
"Almelo",11053,1870,4495
"Almelo",11053,1871,4857
"Almelo",11053,1872,5220
"Almelo",11053,1873,5582
"Almelo",11053,1874,5945
"Almelo",11053,1875,6308
"Almelo",11053,1876,6670
"Almelo",11053,1877,7033
"Almelo",11053,1878,7395
"Almelo",11053,1879,7758
"Almelo",11053,1880,7784
"Almelo",11053,1881,7810
"Almelo",11053,1882,7836
"Almelo",11053,1883,7862
"Almelo",11053,1884,7888
"Almelo",11053,1885,7914
"Almelo",11053,1886,7940
"Almelo",11053,1887,7966
"Almelo",11053,1888,7992
"Almelo",11053,1889,8018
"Almelo",11053,1890,8337
"Almelo",11053,1891,8655
"Almelo",11053,1892,8974
"Almelo",11053,1893,9292
"Almelo",11053,1894,9611
"Almelo",11053,1895,9930
"Almelo",11053,1896,10248
"Almelo",11053,1897,10567
"Almelo",11053,1898,10885
"Almelo",11053,1899,11204
"Almelo",11053,1900,11122
"Almelo",11053,1901,11041
"Almelo",11053,1902,10959
"Almelo",11053,1903,10877
"Almelo",11053,1904,10796
"Almelo",11053,1905,10714
"Almelo",11053,1906,10632
"Almelo",11053,1907,10550
"Almelo",11053,1908,10469
"Almelo",11053,1909,10387
"Almelo",11053,1910,11675
"Almelo",11053,1911,12964
"Almelo",11053,1912,14252
"Almelo",11053,1913,15540
"Almelo",11053,1914,16828
"Almelo",11053,1915,18117
"Almelo",11053,1916,19405
"Almelo",11053,1917,20693
"Almelo",11053,1918,21981
"Almelo",11053,1919,23270
"Almelo",11053,1920,24558
"Almelo",11053,1921,25344
"Almelo",11053,1922,26131
"Almelo",11053,1923,26917
"Almelo",11053,1924,27704
"Almelo",11053,1925,28490
"Almelo",11053,1926,29276
"Almelo",11053,1927,30063
"Almelo",11053,1928,30849
"Almelo",11053,1929,31636
"Almelo",11053,1930,32422
"Alphen aan den Rijn",10517,1869,3170
"Alphen aan den Rijn",10517,1870,3206
"Alphen aan den Rijn",10517,1871,3242
"Alphen aan den Rijn",10517,1872,3278
"Alphen aan den Rijn",10517,1873,3314
"Alphen aan den Rijn",10517,1874,3350
"Alphen aan den Rijn",10517,1875,3386
"Alphen aan den Rijn",10517,1876,3422
"Alphen aan den Rijn",10517,1877,3458
"Alphen aan den Rijn",10517,1878,3494
"Alphen aan den Rijn",10517,1879,3530
"Alphen aan den Rijn",10517,1880,3582
"Alphen aan den Rijn",10517,1881,3635
"Alphen aan den Rijn",10517,1882,3687
"Alphen aan den Rijn",10517,1883,3740
"Alphen aan den Rijn",10517,1884,3792
"Alphen aan den Rijn",10517,1885,3844
"Alphen aan den Rijn",10517,1886,3897
"Alphen aan den Rijn",10517,1887,3949
"Alphen aan den Rijn",10517,1888,4002
"Alphen aan den Rijn",10517,1889,4054
"Alphen aan den Rijn",10517,1890,4120
"Alphen aan den Rijn",10517,1891,4185
"Alphen aan den Rijn",10517,1892,4251
"Alphen aan den Rijn",10517,1893,4316
"Alphen aan den Rijn",10517,1894,4382
"Alphen aan den Rijn",10517,1895,4448
"Alphen aan den Rijn",10517,1896,4513
"Alphen aan den Rijn",10517,1897,4579
"Alphen aan den Rijn",10517,1898,4644
"Alphen aan den Rijn",10517,1899,4710
"Alphen aan den Rijn",10517,1900,4837
"Alphen aan den Rijn",10517,1901,4964
"Alphen aan den Rijn",10517,1902,5091
"Alphen aan den Rijn",10517,1903,5218
"Alphen aan den Rijn",10517,1904,5346
"Alphen aan den Rijn",10517,1905,5473
"Alphen aan den Rijn",10517,1906,5600
"Alphen aan den Rijn",10517,1907,5727
"Alphen aan den Rijn",10517,1908,5854
"Alphen aan den Rijn",10517,1909,5981
"Alphen aan den Rijn",10517,1910,6804
"Alphen aan den Rijn",10517,1911,7628
"Alphen aan den Rijn",10517,1912,8451
"Alphen aan den Rijn",10517,1913,9274
"Alphen aan den Rijn",10517,1914,10097
"Alphen aan den Rijn",10517,1915,10921
"Alphen aan den Rijn",10517,1916,11744
"Alphen aan den Rijn",10517,1917,12567
"Alphen aan den Rijn",10517,1918,13390
"Alphen aan den Rijn",10517,1919,14214
"Alphen aan den Rijn",10517,1920,15037
"Alphen aan den Rijn",10517,1921,15300
"Alphen aan den Rijn",10517,1922,15563
"Alphen aan den Rijn",10517,1923,15826
"Alphen aan den Rijn",10517,1924,16089
"Alphen aan den Rijn",10517,1925,16352
"Alphen aan den Rijn",10517,1926,16616
"Alphen aan den Rijn",10517,1927,16879
"Alphen aan den Rijn",10517,1928,17142
"Alphen aan den Rijn",10517,1929,17405
"Alphen aan den Rijn",10517,1930,17668
"Amersfoort",10948,1869,13298
"Amersfoort",10948,1870,13339
"Amersfoort",10948,1871,13379
"Amersfoort",10948,1872,13420
"Amersfoort",10948,1873,13460
"Amersfoort",10948,1874,13501
"Amersfoort",10948,1875,13542
"Amersfoort",10948,1876,13582
"Amersfoort",10948,1877,13623
"Amersfoort",10948,1878,13663
"Amersfoort",10948,1879,13704
"Amersfoort",10948,1880,13871
"Amersfoort",10948,1881,14038
"Amersfoort",10948,1882,14205
"Amersfoort",10948,1883,14372
"Amersfoort",10948,1884,14538
"Amersfoort",10948,1885,14705
"Amersfoort",10948,1886,14872
"Amersfoort",10948,1887,15039
"Amersfoort",10948,1888,15206
"Amersfoort",10948,1889,15373
"Amersfoort",10948,1890,15745
"Amersfoort",10948,1891,16116
"Amersfoort",10948,1892,16488
"Amersfoort",10948,1893,16859
"Amersfoort",10948,1894,17231
"Amersfoort",10948,1895,17603
"Amersfoort",10948,1896,17974
"Amersfoort",10948,1897,18346
"Amersfoort",10948,1898,18717
"Amersfoort",10948,1899,19089
"Amersfoort",10948,1900,19542
"Amersfoort",10948,1901,19995
"Amersfoort",10948,1902,20448
"Amersfoort",10948,1903,20901
"Amersfoort",10948,1904,21354
"Amersfoort",10948,1905,21808
"Amersfoort",10948,1906,22261
"Amersfoort",10948,1907,22714
"Amersfoort",10948,1908,23167
"Amersfoort",10948,1909,23620
"Amersfoort",10948,1910,24303
"Amersfoort",10948,1911,24985
"Amersfoort",10948,1912,25668
"Amersfoort",10948,1913,26351
"Amersfoort",10948,1914,27034
"Amersfoort",10948,1915,27716
"Amersfoort",10948,1916,28399
"Amersfoort",10948,1917,29082
"Amersfoort",10948,1918,29765
"Amersfoort",10948,1919,30447
"Amersfoort",10948,1920,31130
"Amersfoort",10948,1921,31872
"Amersfoort",10948,1922,32614
"Amersfoort",10948,1923,33356
"Amersfoort",10948,1924,34098
"Amersfoort",10948,1925,34840
"Amersfoort",10948,1926,35581
"Amersfoort",10948,1927,36323
"Amersfoort",10948,1928,37065
"Amersfoort",10948,1929,37807
"Amersfoort",10948,1930,38549
"Amstelveen",10799,1869,8040
"Amstelveen",10799,1870,8697
"Amstelveen",10799,1871,9354
"Amstelveen",10799,1872,10011
"Amstelveen",10799,1873,10668
"Amstelveen",10799,1874,11324
"Amstelveen",10799,1875,11981
"Amstelveen",10799,1876,12638
"Amstelveen",10799,1877,13295
"Amstelveen",10799,1878,13952
"Amstelveen",10799,1879,14609
"Amstelveen",10799,1880,15638
"Amstelveen",10799,1881,16666
"Amstelveen",10799,1882,17695
"Amstelveen",10799,1883,18724
"Amstelveen",10799,1884,19752
"Amstelveen",10799,1885,20781
"Amstelveen",10799,1886,21810
"Amstelveen",10799,1887,22839
"Amstelveen",10799,1888,23867
"Amstelveen",10799,1889,24896
"Amstelveen",10799,1890,22929
"Amstelveen",10799,1891,20962
"Amstelveen",10799,1892,18995
"Amstelveen",10799,1893,17028
"Amstelveen",10799,1894,15061
"Amstelveen",10799,1895,13094
"Amstelveen",10799,1896,11127
"Amstelveen",10799,1897,9160
"Amstelveen",10799,1898,7193
"Amstelveen",10799,1899,5226
"Amstelveen",10799,1900,5324
"Amstelveen",10799,1901,5422
"Amstelveen",10799,1902,5520
"Amstelveen",10799,1903,5618
"Amstelveen",10799,1904,5716
"Amstelveen",10799,1905,5814
"Amstelveen",10799,1906,5912
"Amstelveen",10799,1907,6010
"Amstelveen",10799,1908,6108
"Amstelveen",10799,1909,6206
"Amstelveen",10799,1910,6385
"Amstelveen",10799,1911,6565
"Amstelveen",10799,1912,6744
"Amstelveen",10799,1913,6924
"Amstelveen",10799,1914,7103
"Amstelveen",10799,1915,7283
"Amstelveen",10799,1916,7462
"Amstelveen",10799,1917,7642
"Amstelveen",10799,1918,7821
"Amstelveen",10799,1919,8001
"Amstelveen",10799,1920,8180
"Amstelveen",10799,1921,8604
"Amstelveen",10799,1922,9028
"Amstelveen",10799,1923,9452
"Amstelveen",10799,1924,9876
"Amstelveen",10799,1925,10300
"Amstelveen",10799,1926,10725
"Amstelveen",10799,1927,11149
"Amstelveen",10799,1928,11573
"Amstelveen",10799,1929,11997
"Amstelveen",10799,1930,12421
"Amsterdam",11150,1869,266776
"Amsterdam",11150,1870,271848
"Amsterdam",11150,1871,276921
"Amsterdam",11150,1872,281994
"Amsterdam",11150,1873,287066
"Amsterdam",11150,1874,292138
"Amsterdam",11150,1875,297211
"Amsterdam",11150,1876,302284
"Amsterdam",11150,1877,307356
"Amsterdam",11150,1878,312428
"Amsterdam",11150,1879,317501
"Amsterdam",11150,1880,326499
"Amsterdam",11150,1881,335497
"Amsterdam",11150,1882,344496
"Amsterdam",11150,1883,353494
"Amsterdam",11150,1884,362492
"Amsterdam",11150,1885,371490
"Amsterdam",11150,1886,380488
"Amsterdam",11150,1887,389487
"Amsterdam",11150,1888,398485
"Amsterdam",11150,1889,407483
"Amsterdam",11150,1890,416633
"Amsterdam",11150,1891,425783
"Amsterdam",11150,1892,434933
"Amsterdam",11150,1893,444083
"Amsterdam",11150,1894,453233
"Amsterdam",11150,1895,462383
"Amsterdam",11150,1896,471533
"Amsterdam",11150,1897,480683
"Amsterdam",11150,1898,489833
"Amsterdam",11150,1899,498983
"Amsterdam",11150,1900,505698
"Amsterdam",11150,1901,512413
"Amsterdam",11150,1902,519127
"Amsterdam",11150,1903,525842
"Amsterdam",11150,1904,532557
"Amsterdam",11150,1905,539272
"Amsterdam",11150,1906,545987
"Amsterdam",11150,1907,552701
"Amsterdam",11150,1908,559416
"Amsterdam",11150,1909,566131
"Amsterdam",11150,1910,575925
"Amsterdam",11150,1911,585720
"Amsterdam",11150,1912,595514
"Amsterdam",11150,1913,605308
"Amsterdam",11150,1914,615102
"Amsterdam",11150,1915,624897
"Amsterdam",11150,1916,634691
"Amsterdam",11150,1917,644485
"Amsterdam",11150,1918,654279
"Amsterdam",11150,1919,664074
"Amsterdam",11150,1920,673868
"Amsterdam",11150,1921,682220
"Amsterdam",11150,1922,690572
"Amsterdam",11150,1923,698923
"Amsterdam",11150,1924,707275
"Amsterdam",11150,1925,715627
"Amsterdam",11150,1926,723979
"Amsterdam",11150,1927,732331
"Amsterdam",11150,1928,740682
"Amsterdam",11150,1929,749034
"Amsterdam",11150,1930,757386
"Apeldoorn",11075,1869,12661
"Apeldoorn",11075,1870,12900
"Apeldoorn",11075,1871,13139
"Apeldoorn",11075,1872,13379
"Apeldoorn",11075,1873,13618
"Apeldoorn",11075,1874,13857
"Apeldoorn",11075,1875,14096
"Apeldoorn",11075,1876,14335
"Apeldoorn",11075,1877,14575
"Apeldoorn",11075,1878,14814
"Apeldoorn",11075,1879,15053
"Apeldoorn",11075,1880,15475
"Apeldoorn",11075,1881,15897
"Apeldoorn",11075,1882,16319
"Apeldoorn",11075,1883,16741
"Apeldoorn",11075,1884,17162
"Apeldoorn",11075,1885,17584
"Apeldoorn",11075,1886,18006
"Apeldoorn",11075,1887,18428
"Apeldoorn",11075,1888,18850
"Apeldoorn",11075,1889,19272
"Apeldoorn",11075,1890,19986
"Apeldoorn",11075,1891,20700
"Apeldoorn",11075,1892,21414
"Apeldoorn",11075,1893,22128
"Apeldoorn",11075,1894,22842
"Apeldoorn",11075,1895,23557
"Apeldoorn",11075,1896,24271
"Apeldoorn",11075,1897,24985
"Apeldoorn",11075,1898,25699
"Apeldoorn",11075,1899,26413
"Apeldoorn",11075,1900,27329
"Apeldoorn",11075,1901,28245
"Apeldoorn",11075,1902,29161
"Apeldoorn",11075,1903,30077
"Apeldoorn",11075,1904,30992
"Apeldoorn",11075,1905,31908
"Apeldoorn",11075,1906,32824
"Apeldoorn",11075,1907,33740
"Apeldoorn",11075,1908,34656
"Apeldoorn",11075,1909,35572
"Apeldoorn",11075,1910,36701
"Apeldoorn",11075,1911,37831
"Apeldoorn",11075,1912,38960
"Apeldoorn",11075,1913,40089
"Apeldoorn",11075,1914,41219
"Apeldoorn",11075,1915,42348
"Apeldoorn",11075,1916,43478
"Apeldoorn",11075,1917,44607
"Apeldoorn",11075,1918,45736
"Apeldoorn",11075,1919,46866
"Apeldoorn",11075,1920,47995
"Apeldoorn",11075,1921,49241
"Apeldoorn",11075,1922,50486
"Apeldoorn",11075,1923,51732
"Apeldoorn",11075,1924,52978
"Apeldoorn",11075,1925,54224
"Apeldoorn",11075,1926,55469
"Apeldoorn",11075,1927,56715
"Apeldoorn",11075,1928,57961
"Apeldoorn",11075,1929,59206
"Apeldoorn",11075,1930,60452
"Appingedam",10886,1869,3596
"Appingedam",10886,1870,3642
"Appingedam",10886,1871,3689
"Appingedam",10886,1872,3735
"Appingedam",10886,1873,3782
"Appingedam",10886,1874,3828
"Appingedam",10886,1875,3874
"Appingedam",10886,1876,3921
"Appingedam",10886,1877,3967
"Appingedam",10886,1878,4014
"Appingedam",10886,1879,4060
"Appingedam",10886,1880,4075
"Appingedam",10886,1881,4090
"Appingedam",10886,1882,4104
"Appingedam",10886,1883,4119
"Appingedam",10886,1884,4134
"Appingedam",10886,1885,4149
"Appingedam",10886,1886,4164
"Appingedam",10886,1887,4178
"Appingedam",10886,1888,4193
"Appingedam",10886,1889,4208
"Appingedam",10886,1890,4222
"Appingedam",10886,1891,4236
"Appingedam",10886,1892,4250
"Appingedam",10886,1893,4264
"Appingedam",10886,1894,4278
"Appingedam",10886,1895,4292
"Appingedam",10886,1896,4306
"Appingedam",10886,1897,4320
"Appingedam",10886,1898,4334
"Appingedam",10886,1899,4348
"Appingedam",10886,1900,4439
"Appingedam",10886,1901,4531
"Appingedam",10886,1902,4622
"Appingedam",10886,1903,4713
"Appingedam",10886,1904,4804
"Appingedam",10886,1905,4896
"Appingedam",10886,1906,4987
"Appingedam",10886,1907,5078
"Appingedam",10886,1908,5170
"Appingedam",10886,1909,5261
"Appingedam",10886,1910,5328
"Appingedam",10886,1911,5395
"Appingedam",10886,1912,5462
"Appingedam",10886,1913,5529
"Appingedam",10886,1914,5596
"Appingedam",10886,1915,5663
"Appingedam",10886,1916,5730
"Appingedam",10886,1917,5797
"Appingedam",10886,1918,5864
"Appingedam",10886,1919,5931
"Appingedam",10886,1920,5998
"Appingedam",10886,1921,6047
"Appingedam",10886,1922,6096
"Appingedam",10886,1923,6145
"Appingedam",10886,1924,6194
"Appingedam",10886,1925,6243
"Appingedam",10886,1926,6292
"Appingedam",10886,1927,6341
"Appingedam",10886,1928,6390
"Appingedam",10886,1929,6439
"Appingedam",10886,1930,6488
"Arnhem",10795,1869,32325
"Arnhem",10795,1870,33190
"Arnhem",10795,1871,34056
"Arnhem",10795,1872,34921
"Arnhem",10795,1873,35786
"Arnhem",10795,1874,36652
"Arnhem",10795,1875,37517
"Arnhem",10795,1876,38382
"Arnhem",10795,1877,39247
"Arnhem",10795,1878,40113
"Arnhem",10795,1879,40978
"Arnhem",10795,1880,41851
"Arnhem",10795,1881,42725
"Arnhem",10795,1882,43598
"Arnhem",10795,1883,44472
"Arnhem",10795,1884,45345
"Arnhem",10795,1885,46218
"Arnhem",10795,1886,47092
"Arnhem",10795,1887,47965
"Arnhem",10795,1888,48839
"Arnhem",10795,1889,49712
"Arnhem",10795,1890,50422
"Arnhem",10795,1891,51132
"Arnhem",10795,1892,51842
"Arnhem",10795,1893,52552
"Arnhem",10795,1894,53262
"Arnhem",10795,1895,53972
"Arnhem",10795,1896,54682
"Arnhem",10795,1897,55392
"Arnhem",10795,1898,56102
"Arnhem",10795,1899,56812
"Arnhem",10795,1900,57530
"Arnhem",10795,1901,58248
"Arnhem",10795,1902,58965
"Arnhem",10795,1903,59683
"Arnhem",10795,1904,60401
"Arnhem",10795,1905,61119
"Arnhem",10795,1906,61837
"Arnhem",10795,1907,62554
"Arnhem",10795,1908,63272
"Arnhem",10795,1909,63990
"Arnhem",10795,1910,64682
"Arnhem",10795,1911,65373
"Arnhem",10795,1912,66065
"Arnhem",10795,1913,66757
"Arnhem",10795,1914,67449
"Arnhem",10795,1915,68140
"Arnhem",10795,1916,68832
"Arnhem",10795,1917,69524
"Arnhem",10795,1918,70216
"Arnhem",10795,1919,70907
"Arnhem",10795,1920,71599
"Arnhem",10795,1921,72262
"Arnhem",10795,1922,72926
"Arnhem",10795,1923,73590
"Arnhem",10795,1924,74253
"Arnhem",10795,1925,74916
"Arnhem",10795,1926,75580
"Arnhem",10795,1927,76244
"Arnhem",10795,1928,76907
"Arnhem",10795,1929,77570
"Arnhem",10795,1930,78234
"Assen",10522,1869,6883
"Assen",10522,1870,6988
"Assen",10522,1871,7093
"Assen",10522,1872,7198
"Assen",10522,1873,7303
"Assen",10522,1874,7408
"Assen",10522,1875,7512
"Assen",10522,1876,7617
"Assen",10522,1877,7722
"Assen",10522,1878,7827
"Assen",10522,1879,7932
"Assen",10522,1880,8052
"Assen",10522,1881,8171
"Assen",10522,1882,8290
"Assen",10522,1883,8410
"Assen",10522,1884,8530
"Assen",10522,1885,8649
"Assen",10522,1886,8768
"Assen",10522,1887,8888
"Assen",10522,1888,9008
"Assen",10522,1889,9127
"Assen",10522,1890,9333
"Assen",10522,1891,9540
"Assen",10522,1892,9746
"Assen",10522,1893,9953
"Assen",10522,1894,10159
"Assen",10522,1895,10365
"Assen",10522,1896,10572
"Assen",10522,1897,10778
"Assen",10522,1898,10985
"Assen",10522,1899,11191
"Assen",10522,1900,11362
"Assen",10522,1901,11534
"Assen",10522,1902,11705
"Assen",10522,1903,11877
"Assen",10522,1904,12048
"Assen",10522,1905,12219
"Assen",10522,1906,12391
"Assen",10522,1907,12562
"Assen",10522,1908,12734
"Assen",10522,1909,12905
"Assen",10522,1910,13256
"Assen",10522,1911,13607
"Assen",10522,1912,13958
"Assen",10522,1913,14309
"Assen",10522,1914,14660
"Assen",10522,1915,15012
"Assen",10522,1916,15363
"Assen",10522,1917,15714
"Assen",10522,1918,16065
"Assen",10522,1919,16416
"Assen",10522,1920,16767
"Assen",10522,1921,16856
"Assen",10522,1922,16945
"Assen",10522,1923,17034
"Assen",10522,1924,17123
"Assen",10522,1925,17212
"Assen",10522,1926,17300
"Assen",10522,1927,17389
"Assen",10522,1928,17478
"Assen",10522,1929,17567
"Assen",10522,1930,17656
"Assendelft",11373,1869,3138
"Assendelft",11373,1870,3153
"Assendelft",11373,1871,3168
"Assendelft",11373,1872,3182
"Assendelft",11373,1873,3197
"Assendelft",11373,1874,3212
"Assendelft",11373,1875,3227
"Assendelft",11373,1876,3242
"Assendelft",11373,1877,3256
"Assendelft",11373,1878,3271
"Assendelft",11373,1879,3286
"Assendelft",11373,1880,3306
"Assendelft",11373,1881,3325
"Assendelft",11373,1882,3345
"Assendelft",11373,1883,3364
"Assendelft",11373,1884,3384
"Assendelft",11373,1885,3404
"Assendelft",11373,1886,3423
"Assendelft",11373,1887,3443
"Assendelft",11373,1888,3462
"Assendelft",11373,1889,3482
